Title,Author,Date,Link
The Music of the Gospel,Wilford W. Andersen,2015-04,https://www.lds.org/general-conference/2015/04/the-music-of-the-gospel?lang=eng
Latter-day Saints Keep on Trying,Dale G. Renlund,2015-04,https://www.lds.org/general-conference/2015/04/latter-day-saints-keep-on-trying?lang=eng
Truly Good and without Guile,Michael T. Ringwood,2015-04,https://www.lds.org/general-conference/2015/04/truly-good-and-without-guile?lang=eng
The Lord Is My Light,Quentin L. Cook,2015-04,https://www.lds.org/general-conference/2015/04/the-lord-is-my-light?lang=eng
The Greatest Generation of Young Adults,M. Russell Ballard,2015-04,https://www.lds.org/general-conference/2015/04/the-greatest-generation-of-young-adults?lang=eng
Yes We Can and Will Win,Ulisses Soares,2015-04,https://www.lds.org/general-conference/2015/04/yes-we-can-and-will-win?lang=eng
FatherhoodOur Eternal Destiny,Larry M. Gibson,2015-04,https://www.lds.org/general-conference/2015/04/fatherhood-our-eternal-destiny?lang=eng
On Being Genuine,Dieter F. Uchtdorf,2015-04,https://www.lds.org/general-conference/2015/04/on-being-genuine?lang=eng
Priesthood and Personal Prayer,Henry B. Eyring,2015-04,https://www.lds.org/general-conference/2015/04/priesthood-and-personal-prayer?lang=eng
The Priesthooda Sacred Gift,Thomas S. Monson,2015-04,https://www.lds.org/general-conference/2015/04/the-priesthood-a-sacred-gift?lang=eng
Blessings of the Temple,Thomas S. Monson,2015-04,https://www.lds.org/general-conference/2015/04/blessings-of-the-temple?lang=eng
Returning to Faith,Rosemary M. Wixom,2015-04,https://www.lds.org/general-conference/2015/04/returning-to-faith?lang=eng
Seeking the Lord,José A. Teixeira,2015-04,https://www.lds.org/general-conference/2015/04/seeking-the-lord?lang=eng
Is It Still Wonderful to You,Gérald Caussé,2015-04,https://www.lds.org/general-conference/2015/04/is-it-still-wonderful-to-you?lang=eng
Waiting for the Prodigal,Brent H. Nielson,2015-04,https://www.lds.org/general-conference/2015/04/waiting-for-the-prodigal?lang=eng
Where Justice Love and Mercy Meet,Jeffrey R. Holland,2015-04,https://www.lds.org/general-conference/2015/04/where-justice-love-and-mercy-meet?lang=eng
The Gift of Grace,Dieter F. Uchtdorf,2015-04,https://www.lds.org/general-conference/2015/04/the-gift-of-grace?lang=eng
Preserving Agency Protecting Religious Freedom,Robert D. Hales,2015-04,https://www.lds.org/general-conference/2015/04/preserving-agency-protecting-religious-freedom?lang=eng
Stay by the Tree,Kevin W. Pearson,2015-04,https://www.lds.org/general-conference/2015/04/stay-by-the-tree?lang=eng
The Eternal Perspective of the Gospel,Rafael E. Pino,2015-04,https://www.lds.org/general-conference/2015/04/the-eternal-perspective-of-the-gospel?lang=eng
Thy Kingdom Come,Neil L. Andersen,2015-04,https://www.lds.org/general-conference/2015/04/thy-kingdom-come?lang=eng
If You Will Be Responsible,Jorge F. Zeballos,2015-04,https://www.lds.org/general-conference/2015/04/if-you-will-be-responsible?lang=eng
Be Fruitful Multiply and Subdue the Earth,Joseph W. Sitati,2015-04,https://www.lds.org/general-conference/2015/04/be-fruitful-multiply-and-subdue-the-earth?lang=eng
The Sabbath Is a Delight,Russell M. Nelson,2015-04,https://www.lds.org/general-conference/2015/04/the-sabbath-is-a-delight?lang=eng
Discovering the Divinity Within,Rosemary M. Wixom,2015-10,https://www.lds.org/general-conference/2015/10/discovering-the-divinity-within?lang=eng
Mother in Israel,The Church of Jesus Christ of Latter-day Saints,2015-10,https://www.lds.org/general-conference/2015/10/media/session_0_talk_5/4504272728001?lang=eng
Worthy of Our Promised Blessings,Linda S. Reeves,2015-10,https://www.lds.org/general-conference/2015/10/worthy-of-our-promised-blessings?lang=eng
Sisters in Zion,The Church of Jesus Christ of Latter-day Saints,2015-10,https://www.lds.org/general-conference/2015/10/media/session_0_talk_7/4504246892001?lang=eng
Here to Serve a Righteous Cause,Carol F. McConkie,2015-10,https://www.lds.org/general-conference/2015/10/here-to-serve-a-righteous-cause?lang=eng
A Summer with Great-Aunt Rose,Dieter F. Uchtdorf,2015-10,https://www.lds.org/general-conference/2015/10/a-summer-with-great-aunt-rose?lang=eng
It Works Wonderfully,Dieter F. Uchtdorf,2015-10,https://www.lds.org/general-conference/2015/10/it-works-wonderfully?lang=eng
God Is at the Helm,M. Russell Ballard,2015-10,https://www.lds.org/general-conference/2015/10/god-is-at-the-helm?lang=eng
The Joy of Living a Christ-Centered Life,Richard J. Maynes,2015-10,https://www.lds.org/general-conference/2015/10/the-joy-of-living-a-christ-centered-life?lang=eng
Yielding Our Hearts to God,Neill F. Marriott,2015-10,https://www.lds.org/general-conference/2015/10/yielding-our-hearts-to-god?lang=eng
What Lack I Yet,Larry R. Lawrence,2015-10,https://www.lds.org/general-conference/2015/10/what-lack-i-yet?lang=eng
The Pleasing Word of God,Francisco J. Viñas,2015-10,https://www.lds.org/general-conference/2015/10/the-pleasing-word-of-god?lang=eng
Shipshape and Bristol Fashion: Be Temple Worthyin Good Times and Bad Times,Quentin L. Cook,2015-10,https://www.lds.org/general-conference/2015/10/shipshape-and-bristol-fashion-be-temple-worthy-in-good-times-and-bad-times?lang=eng
The Sustaining of Church Officers,Henry B. Eyring,2015-10,https://www.lds.org/general-conference/2015/10/the-sustaining-of-church-officers?lang=eng
Meeting the Challenges of Todays World,Robert D. Hales,2015-10,https://www.lds.org/general-conference/2015/10/meeting-the-challenges-of-todays-world?lang=eng
Behold Thy Mother,Jeffrey R. Holland,2015-10,https://www.lds.org/general-conference/2015/10/behold-thy-mother?lang=eng
Its Never Too Early and Its Never Too Late,Bradley D. Foster,2015-10,https://www.lds.org/general-conference/2015/10/its-never-too-early-and-its-never-too-late?lang=eng
Tested and Temptedbut Helped,Hugo Montoya,2015-10,https://www.lds.org/general-conference/2015/10/tested-and-tempted-but-helped?lang=eng
Choose the Light,Vern P. Stanfill,2015-10,https://www.lds.org/general-conference/2015/10/choose-the-light?lang=eng
Turn to Him and Answers Will Come,James B. Martino,2015-10,https://www.lds.org/general-conference/2015/10/turn-to-him-and-answers-will-come?lang=eng
Strengthened by the Atonement of Jesus Christ,Dallin H. Oaks,2015-10,https://www.lds.org/general-conference/2015/10/strengthened-by-the-atonement-of-jesus-christ?lang=eng
Faith Is Not by Chance but by Choice,Neil L. Andersen,2015-10,https://www.lds.org/general-conference/2015/10/faith-is-not-by-chance-but-by-choice?lang=eng
Your Next Step,Randall K. Bennett,2015-10,https://www.lds.org/general-conference/2015/10/your-next-step?lang=eng
Be Not Afraid Only Believe,Dieter F. Uchtdorf,2015-10,https://www.lds.org/general-conference/2015/10/be-not-afraid-only-believe?lang=eng
You Are Not Alone in the Work,Henry B. Eyring,2015-10,https://www.lds.org/general-conference/2015/10/you-are-not-alone-in-the-work?lang=eng
Keep the Commandments,Thomas S. Monson,2015-10,https://www.lds.org/general-conference/2015/10/keep-the-commandments?lang=eng
Be an Example and a Light,Thomas S. Monson,2015-10,https://www.lds.org/general-conference/2015/10/be-an-example-and-a-light?lang=eng
I Stand All Amazed,Ronald A. Rasband,2015-10,https://www.lds.org/general-conference/2015/10/i-stand-all-amazed?lang=eng
Plain and Precious Truths,Gary E. Stevenson,2015-10,https://www.lds.org/general-conference/2015/10/plain-and-precious-truths?lang=eng
Through Gods Eyes,Dale G. Renlund,2015-10,https://www.lds.org/general-conference/2015/10/through-gods-eyes?lang=eng
A Plea to My Sisters,Russell M. Nelson,2015-10,https://www.lds.org/general-conference/2015/10/a-plea-to-my-sisters?lang=eng
Let the Clarion Trumpet Sound,Gregory A. Schwitzer,2015-10,https://www.lds.org/general-conference/2015/10/let-the-clarion-trumpet-sound?lang=eng
That They Do Always Remember Him,Claudio R. M. Costa,2015-10,https://www.lds.org/general-conference/2015/10/that-they-do-always-remember-him?lang=eng
The Holy Ghost as Your Companion,Henry B. Eyring,2015-10,https://www.lds.org/general-conference/2015/10/the-holy-ghost-as-your-companion?lang=eng
Why the Church,D. Todd Christofferson,2015-10,https://www.lds.org/general-conference/2015/10/why-the-church?lang=eng
My Heart Pondereth Them Continually,Devin G. Durrant,2015-10,https://www.lds.org/general-conference/2015/10/my-heart-pondereth-them-continually?lang=eng
Blessed and Happy Are Those Who Keep the Commandments of God,Von G. Keetch,2015-10,https://www.lds.org/general-conference/2015/10/blessed-and-happy-are-those-who-keep-the-commandments-of-god?lang=eng
If Ye Love Me Keep My Commandments,Carole M. Stephens,2015-10,https://www.lds.org/general-conference/2015/10/if-ye-love-me-keep-my-commandments?lang=eng
Remembering in Whom We Have Trusted,Allen D. Haynie,2015-10,https://www.lds.org/general-conference/2015/10/remembering-in-whom-we-have-trusted?lang=eng
Eyes to See and Ears to Hear,Kim B. Clark,2015-10,https://www.lds.org/general-conference/2015/10/eyes-to-see-and-ears-to-hear?lang=eng
Hold on Thy Way,Koichi Aoyagi,2015-10,https://www.lds.org/general-conference/2015/10/hold-on-thy-way?lang=eng
Chosen to Bear Testimony of My Name,David A. Bednar,2015-10,https://www.lds.org/general-conference/2015/10/chosen-to-bear-testimony-of-my-name?lang=eng
Welcome to Conference,Thomas S. Monson,2014-04,https://www.lds.org/general-conference/2014/04/welcome-to-conference?lang=eng
The Costand Blessingsof Discipleship,Jeffrey R. Holland,2014-04,https://www.lds.org/general-conference/2014/04/the-cost-and-blessings-of-discipleship?lang=eng
The Joyful Burden of Discipleship,Ronald A. Rasband,2014-04,https://www.lds.org/general-conference/2014/04/the-joyful-burden-of-discipleship?lang=eng
Christ the Redeemer,Carlos H. Amado,2014-04,https://www.lds.org/general-conference/2014/04/christ-the-redeemer?lang=eng
Protection from Pornographya Christ-Focused Home,Linda S. Reeves,2014-04,https://www.lds.org/general-conference/2014/04/protection-from-pornography-a-christ-focused-home?lang=eng
Spiritual Whirlwinds,Neil L. Andersen,2014-04,https://www.lds.org/general-conference/2014/04/spiritual-whirlwinds?lang=eng
A Priceless Heritage of Hope,Henry B. Eyring,2014-04,https://www.lds.org/general-conference/2014/04/a-priceless-heritage-of-hope?lang=eng
The Sustaining of Church Officers,Dieter F. Uchtdorf,2014-04,https://www.lds.org/general-conference/2014/04/the-sustaining-of-church-officers?lang=eng
Church Auditing Department Report 2013,Kevin R. Jergensen,2014-04,https://www.lds.org/general-conference/2014/04/church-auditing-department-report-2013?lang=eng
Statistical Report 2013,Brook P. Hales,2014-04,https://www.lds.org/general-conference/2014/04/statistical-report-2013?lang=eng
Let Your Faith Show,Russell M. Nelson,2014-04,https://www.lds.org/general-conference/2014/04/let-your-faith-show?lang=eng
I Have Given You an Example,Richard G. Scott,2014-04,https://www.lds.org/general-conference/2014/04/i-have-given-you-an-example?lang=eng
If Ye Love Me Keep My Commandments,Robert D. Hales,2014-04,https://www.lds.org/general-conference/2014/04/if-ye-love-me-keep-my-commandments?lang=eng
Lets Not Take the Wrong Way,Claudio D. Zivic,2014-04,https://www.lds.org/general-conference/2014/04/lets-not-take-the-wrong-way?lang=eng
What Are You Thinking,W. Craig Zwick,2014-04,https://www.lds.org/general-conference/2014/04/what-are-you-thinking?lang=eng
Roots and Branches,Quentin L. Cook,2014-04,https://www.lds.org/general-conference/2014/04/roots-and-branches?lang=eng
The Keys and Authority of the Priesthood,Dallin H. Oaks,2014-04,https://www.lds.org/general-conference/2014/04/the-keys-and-authority-of-the-priesthood?lang=eng
What Manner of Men,Donald L. Hallstrom,2014-04,https://www.lds.org/general-conference/2014/04/what-manner-of-men?lang=eng
The Choice Generation,Randall L. Ridd,2014-04,https://www.lds.org/general-conference/2014/04/the-choice-generation?lang=eng
Are You Sleeping through the Restoration,Dieter F. Uchtdorf,2014-04,https://www.lds.org/general-conference/2014/04/are-you-sleeping-through-the-restoration?lang=eng
The Priesthood Man,Henry B. Eyring,2014-04,https://www.lds.org/general-conference/2014/04/the-priesthood-man?lang=eng
Be Strong and of a Good Courage,Thomas S. Monson,2014-04,https://www.lds.org/general-conference/2014/04/be-strong-and-of-a-good-courage?lang=eng
Grateful in Any Circumstances,Dieter F. Uchtdorf,2014-04,https://www.lds.org/general-conference/2014/04/grateful-in-any-circumstances?lang=eng
Following Up,M. Russell Ballard,2014-04,https://www.lds.org/general-conference/2014/04/following-up?lang=eng
Fear Not I Am with Thee,Jean A. Stevens,2014-04,https://www.lds.org/general-conference/2014/04/fear-not-i-am-with-thee?lang=eng
Your Four Minutes,Gary E. Stevenson,2014-04,https://www.lds.org/general-conference/2014/04/your-four-minutes?lang=eng
Bear Up Their Burdens with Ease,David A. Bednar,2014-04,https://www.lds.org/general-conference/2014/04/bear-up-their-burdens-with-ease?lang=eng
Lovethe Essence of the Gospel,Thomas S. Monson,2014-04,https://www.lds.org/general-conference/2014/04/love-the-essence-of-the-gospel?lang=eng
The Witness,Boyd K. Packer,2014-04,https://www.lds.org/general-conference/2014/04/the-witness?lang=eng
Live True to the Faith,William R. Walker,2014-04,https://www.lds.org/general-conference/2014/04/live-true-to-the-faith?lang=eng
Obedience through Our Faithfulness,L. Tom Perry,2014-04,https://www.lds.org/general-conference/2014/04/obedience-through-our-faithfulness?lang=eng
The Prophet Joseph Smith,Lawrence E. Corbridge,2014-04,https://www.lds.org/general-conference/2014/04/the-prophet-joseph-smith?lang=eng
Where Your Treasure Is,Michael John U. Teh,2014-04,https://www.lds.org/general-conference/2014/04/where-your-treasure-is?lang=eng
If Ye Lack Wisdom,Marcos A. Aidukaitis,2014-04,https://www.lds.org/general-conference/2014/04/if-ye-lack-wisdom?lang=eng
The Resurrection of Jesus Christ,D. Todd Christofferson,2014-04,https://www.lds.org/general-conference/2014/04/the-resurrection-of-jesus-christ?lang=eng
Until We Meet Again,Thomas S. Monson,2014-04,https://www.lds.org/general-conference/2014/04/until-we-meet-again?lang=eng
Keeping Covenants Protects Us Prepares Us and Empowers Us,Rosemary M. Wixom,2014-04,https://www.lds.org/general-conference/2014/04/keeping-covenants-protects-us-prepares-us-and-empowers-us?lang=eng
Video Presentation: I Am a Child of God,The Church of Jesus Christ of Latter-day Saints,2014-04,https://www.lds.org/general-conference/2014/04/media/session_6_talk_4?lang=eng
Sisterhood: Oh How We Need Each Other,Bonnie L. Oscarson,2014-04,https://www.lds.org/general-conference/2014/04/sisterhood-oh-how-we-need-each-other?lang=eng
Video Presentation: Walk in His Light,The Church of Jesus Christ of Latter-day Saints,2014-04,https://www.lds.org/general-conference/2014/04/media/session_6_talk_6?lang=eng
Wanted: Hands and Hearts to Hasten the Work,Linda K. Burton,2014-04,https://www.lds.org/general-conference/2014/04/wanted-hands-and-hearts-to-hasten-the-work?lang=eng
Daughters in the Covenant,Henry B. Eyring,2014-04,https://www.lds.org/general-conference/2014/04/daughters-in-the-covenant?lang=eng
Welcome to Conference,Thomas S. Monson,2014-10,https://www.lds.org/general-conference/2014/10/welcome-to-conference?lang=eng
The Reason for Our Hope,Boyd K. Packer,2014-10,https://www.lds.org/general-conference/2014/10/the-reason-for-our-hope?lang=eng
Which Way Do You Face,Lynn G. Robbins,2014-10,https://www.lds.org/general-conference/2014/10/which-way-do-you-face?lang=eng
The Sacramenta Renewal for the Soul,Cheryl A. Esplin,2014-10,https://www.lds.org/general-conference/2014/10/the-sacrament-a-renewal-for-the-soul?lang=eng
Rescue in Unity,Chi Hong (Sam) Wong,2014-10,https://www.lds.org/general-conference/2014/10/rescue-in-unity?lang=eng
Free Forever to Act for Themselves,D. Todd Christofferson,2014-10,https://www.lds.org/general-conference/2014/10/free-forever-to-act-for-themselves?lang=eng
Receiving a Testimony of Light and Truth,Dieter F. Uchtdorf,2014-10,https://www.lds.org/general-conference/2014/10/receiving-a-testimony-of-light-and-truth?lang=eng
